name,type,latitude,longitude
Village Tree Preschool,kindergarten,34.0240473,-118.4002039
Marcus Garvey School,school,33.9892123,-118.3233429
El Super,supermarket,33.9888385,-118.293159
Superior Grocers,supermarket,33.9882527,-118.2898676
Richard E. Byrd Middle School,school,34.2235191,-118.4077637
park 1,park,34.2090328,-118.3628747
Park 2,park,34.2078642,-118.3620474
Beni Kosher Market,supermarket,34.178879,-118.6230237
Big Market Kosher,supermarket,34.1794658,-118.623801
Mother's,supermarket,34.090935,-118.3360353
Trader Joe's,supermarket,34.2582554,-118.5787951
Ralphs,supermarket,34.2566796,-118.5012823
Albertsons,supermarket,34.2344938,-118.5014299
Whole Foods Market,supermarket,34.1579877,-118.4141396
Trader Joe's,supermarket,34.0977892,-118.3650306
Trader Joe's,supermarket,34.0711651,-118.3770707
Ralphs,supermarket,33.9248065,-118.2910157
El Super,supermarket,33.9740383,-118.2907344
Ralphs,supermarket,33.7532656,-118.3076523
Food 4 Less,supermarket,33.9446015,-118.2439543
H. Ulysses S. Grant HS 200 Building,school,34.179037,-118.4163939
Creative Skills Nursing School,school,34.069207,-118.2969223
Seafood City,supermarket,34.0718223,-118.2912293
Konnekted,supermarket,34.1896447,-118.6250279
Northgate Market,supermarket,34.040179,-118.2129453
KIPP Promesa Prep,school,34.0274829,-118.2198174
Endeavor College Prep,school,34.0267984,-118.2198701
H. Ulysses S. Grant HS 100 Building,school,34.1790198,-118.415295
H. Ulysses S. Grant HS bungalows,school,34.1787925,-118.4172254
H. Ulysses S. Grant HS Oficce Building,school,34.1791696,-118.4169451
H. Ulysses S. Grant HS 300 Building,school,34.1780448,-118.4165194
H. Ulysses S. Grant HS 400 Building,school,34.1780326,-118.4151193
H. Ulysses S. Grant HS 600 Building,school,34.1772822,-118.4158046
Jack London Highschool for super-seniors,school,34.1764628,-118.4148825
H. Ulysses S. Grant HS 700 Building,school,34.1768298,-118.4152127
H. Ulysses S. Grant HS IC classrooms,school,34.1768421,-118.4155973
H. Ulysses S. Grant HS ESL Classrooms,school,34.176789,-118.4148479
El Potrillo,supermarket,34.0693246,-118.3043393
LA Bangla Bazar,supermarket,34.0691709,-118.3058716
Smart & Final,supermarket,34.0407282,-118.212986
Vallarta,supermarket,34.0277426,-118.2001058
Food 4 Less,supermarket,34.0180895,-118.1983784
Unknown,kindergarten,34.0896619,-118.2502487
Lupita's Market,supermarket,34.0917839,-118.223926
Big Saver Foods,supermarket,34.0735418,-118.2101316
Superior Grocers,supermarket,34.0226595,-118.2516039
Mitsuwa Marketplace,supermarket,34.2329819,-118.5530614
Seeking Integrity,hospital,34.15277,-118.4583982
Pratunum Market,supermarket,34.2210364,-118.4140455
El Super,supermarket,34.0560498,-118.2913733
ABA Beauty School,school,34.2240834,-118.448405
Smart & Final,supermarket,33.7240376,-118.3134867
Churchill Management Group,supermarket,34.0622039,-118.3585992
COLEGIO DE BTO ACAD PALMAS DE VINO,school,9.399216,-75.241109
Richard Alatorre Park,park,34.1437352,-118.1844628
San Pascual Park,park,34.1194327,-118.1687245
Crystal Street Bike Park,park,34.107461,-118.2557589
Glen Alla Park,park,33.9840379,-118.4315485
Westchester Park,park,33.9579881,-118.4158573
Cowan Avenue Elementary School,school,33.9727808,-118.4060617
Orville Wright Middle School,school,33.9677744,-118.4039403
Kentwood Elementary School,school,33.9620425,-118.4051873
Palisades Charter High School,school,34.0467338,-118.5313949
Marina Del Rey Middle School,school,33.9864885,-118.4200742
Culver Slauson Park,park,33.9942079,-118.4059338
Media Park,park,34.0261282,-118.3932387
Open Magnet Charter School,school,33.967589,-118.3777172
Ralphs,supermarket,34.1697176,-118.6040005
Cheviot Hills Recreation Center,park,34.0458154,-118.4093008
Hollywood Forever Cemetery and Funeral Home,grave_yard,34.0888772,-118.3190455
El Parque De Mexico,park,34.0656498,-118.2057236
Lincoln Park,park,34.0666542,-118.2015711
Marina Del Rey Hospital,hospital,33.9820552,-118.439447
Del Rey Lagoon Park,park,33.9608782,-118.4511423
Titmouse Park,park,33.9612019,-118.4459739
Gas Company Field,park,33.9615518,-118.4381384
Westchester Senior High School,school,33.9575399,-118.4292285
Arroyo Park,park,34.1205232,-118.1666938
Roscomare Road Elementary School,school,34.1201257,-118.4644325
Holmby Park,park,34.0727094,-118.4295327
Ross Snyder Recreation Center,park,34.0097119,-118.2476467
Thomas Jefferson High School,school,34.0111811,-118.2505533
Gilbert Lindsay Recreation Center,park,34.0073633,-118.2681185
Hollywood High School,school,34.0991763,-118.3400715
Camp Louis Routh (CLOSED),prison,34.2898238,-118.2887861
Sunland Recreation Center,park,34.2609416,-118.3222397
Sunland Elementary,school,34.2622067,-118.3146273
Mount Gleason Jr Highschool,school,34.2694879,-118.3038436
Plainview Elementary,school,34.2655808,-118.2992885
Apperson Elementary,school,34.2551274,-118.3077258
Pinewood Elementary,school,34.2531791,-118.2850982
Howard Finn Park,park,34.2583889,-118.3006529
Mountain View Elementary School,school,34.248289,-118.2724161
Point Fermin Park,park,33.7081436,-118.2946268
Reseda Charter High School,school,34.1884522,-118.529522
Woodland Hills Academy,school,34.1703558,-118.5867804
John Quimby Park,park,34.1983854,-118.5878944
Fullbright Elementary School,school,34.1964984,-118.5763069
Northridge Middle School,school,34.2232134,-118.5251617
Dearborn Park,park,34.2376368,-118.508059
Dearborn Elementary School,school,34.2382954,-118.507667
Lorne Elementary School,school,34.2164514,-118.5130102
Stagg Elementary School,school,34.2129618,-118.5065994
Anatola Elementary School,school,34.2033929,-118.5141469
Gault Street Elementary,school,34.1984603,-118.5044125
Unknown,school,34.1703707,-118.5109918
Heritage Christian School,school,34.2492358,-118.4866775
Parthenia Elementary School,school,34.227564,-118.4991344
Unknown,park,33.9519693,-118.4432073
Lemon Grove Recreation Center,park,34.0872127,-118.3040708
Unknown,park,34.0652588,-118.2171404
Unknown,park,34.0651632,-118.2172772
Unknown,park,34.0641248,-118.2179122
Jardines del Apogeo,park,4.5999268,-74.1741304
Angels Knoll Park,park,34.0510591,-118.2505888
Keller Elementary School,school,34.0821191,-118.1688612
Rio de Los Angeles State Park,park,34.0985113,-118.236059
Bowtie/G1 Parcel,park,34.1071359,-118.2437581
Watts Towers of Simon Rodia State Historic Park,park,33.9387858,-118.2410876
Los Encinos State Historic Park,park,34.1598323,-118.4990819
Los Angeles State Historic Park,park,34.0684949,-118.230776
Drum Barracks,park,33.7844707,-118.2577472
Pan Pacific Park,park,34.0732523,-118.3547736
Sierra Vista Elementary School,school,34.0956505,-118.1589701
Latona Elementary School,school,34.0917862,-118.2023532
Hollywood Recreation Center,park,34.0916628,-118.3293708
Japanese Institute of Sawtelle,school,34.0387169,-118.4427466
Multnomah Elementary School,school,34.068187,-118.1935237
Cleland Avenue Bicentennial Park,park,34.1134742,-118.2121509
Saint Bernard School,school,34.1111152,-118.2357927
El Sereno Elementary School,school,34.0900968,-118.1770559
Westminster Elementary School,school,33.9911996,-118.4722289
Oakwood Recreation Center,park,33.9953679,-118.4643883
Moorpark Park,park,34.150886,-118.3947998
Ivanhoe Elementary School,school,34.1086389,-118.2668501
Elysian Valley Recreation Center,park,34.0992702,-118.2447746
Utah Elementary School,school,34.0492126,-118.2246437
Huntington Drive Elementary School,school,34.0826442,-118.1918993
El Cariso Park,park,34.3175119,-118.4146494
Bernstein High School,school,34.0963765,-118.3147123
Vons,supermarket,34.27097,-118.4988759
Trader Joe's,supermarket,34.2726587,-118.5016369
Lanark Park,park,34.2165653,-118.6037866
Oakridge Estate Park,park,34.2563022,-118.5405655
Smart & Final Extra!,supermarket,34.2585767,-118.5377114
Ralphs,supermarket,34.2762468,-118.5636228
Walmart Supercenter,supermarket,34.2776924,-118.5668682
Jaime Beth Slavin Park,park,34.2150957,-118.4067678
Ritchie Valens Park,park,34.2663138,-118.4375665
Warner Elementary School,school,34.0695126,-118.4337288
Hancock Park,park,34.0636986,-118.356777
Loren Miller Park,park,34.0303324,-118.3034497
San Pascual Elementary School,school,34.1190576,-118.1723418
Fair Elementary School,school,34.188996,-118.3760081
Victory-Vineland Recreation Center,park,34.1881198,-118.3727392
Target,supermarket,34.1886697,-118.3712919
Kenter Canyon Elementary School,school,34.0706594,-118.4888897
Lycee International de Los Angeles,school,34.104513,-118.279521
Franklin Avenue Elementary School,school,34.1060045,-118.2846799
Murchison Elementary School,school,34.0601408,-118.1960483
Hazard Park,park,34.0590856,-118.2020642
Santa Teresita School,school,34.0569505,-118.1979366
Los Angeles High Memorial Park,park,34.0569728,-118.331712
Burroughs Middle School,school,34.0635244,-118.3361698
Wilshire Private School,school,34.0616751,-118.3371822
Bellevue Avenue Primary Center,school,34.0793765,-118.2803711
Lockwood Elementary School,school,34.0892336,-118.2880179
Marion Park,park,34.0678042,-118.2518515
Rose Hill Recreation Center,park,34.0853633,-118.1904455
Our Lady of Guadalupe School,school,34.0862435,-118.189104
Unknown,school,34.0900138,-118.1759742
Joseph Le Conte Middle School,school,34.0947997,-118.3168538
Bob's Market,supermarket,34.0675302,-118.2520877
Dixie Canyon Elementary School,school,34.1479301,-118.4239888
Saint Francis de Sales School,school,34.1491326,-118.4239891
San Pedro High School,school,33.7301782,-118.2987483
Dana Middle School,school,33.7303815,-118.2956942
Bandini Park,park,33.7462146,-118.2961126
Bandini Elementary School,school,33.7462446,-118.3000165
Rena Park,park,33.7479459,-118.3004679
Meyler Street School,school,33.7451066,-118.2974695
White Point Elementary School,school,33.7161632,-118.3073325
Leland Elementary School,school,33.72475,-118.3001359
Alma Park,park,33.7249826,-118.2975967
Banning High School,school,33.7933875,-118.2621099
Magic Johnson Park,park,33.9200523,-118.2606167
Triangle Park,park,33.9757424,-118.3928318
Dorris Place Elementary School,school,34.0912441,-118.2379406
Hobart Boulevard Elementary School,school,34.0535801,-118.3052565
Barnsdall Art Park,park,34.1004125,-118.2942305
Seoul International Park,park,34.053708,-118.3011665
Hollenbeck Park,park,34.040231,-118.2176705
Allesandro Elementary School,school,34.1020553,-118.2518249
Virginia Elementary School,school,34.0285147,-118.3399951
Vineyard Recreation Center,park,34.0282312,-118.3464764
Jesse A. Brewer Jr. Park,park,34.0174988,-118.2907656
Ramón C. Cortines School of Visual and Performing Arts,school,34.0590264,-118.2433016
W. M. Keck Foundation Amphitheatre,park,34.0114455,-118.2892881
Banning Park,park,33.7902848,-118.2582029
Pershing Square,park,34.0484079,-118.2530252
Unknown,park,34.0804057,-118.1614457
South Park,park,33.9975088,-118.2674411
Main Street Elementary School,school,33.9947436,-118.2725493
Dr. Maya Angelou Community High School,school,33.9943375,-118.267693
Forty-Ninth Street Elementary School,school,33.9981255,-118.2622095
Campbell Hall School,school,34.1538605,-118.3994254
Van Ness Elementary School,school,34.0807211,-118.3164017
Eagle Rock Recreation Center,park,34.1416848,-118.1878571
Paseo Del Rey Fundamental School,school,33.9570678,-118.4339079
Vista del Mar Park,park,33.9443661,-118.4415889
Santa Monica Elementary School,school,34.0897348,-118.3151541
Atwater Avenue Elementary School,school,34.1149942,-118.2546082
Unknown,park,34.1912139,-118.4539726
Granada Hills Recreation Center aka Petit Park,park,34.262914,-118.4968017
Saint Vincents School,school,34.0302451,-118.2757245
Laurel Hall School,school,34.1803409,-118.3929176
Clover Avenue Elementary School,school,34.0264204,-118.4247063
Third Street Elementary School,school,34.0700047,-118.335348
Ninety-Third Street Elementary School,school,33.9510929,-118.2682161
Unknown,school,34.0928962,-118.3283185
Unknown,park,25.7280725,-100.2189662
Unknown,park,25.7282839,-100.2224296
Unknown,park,25.7255088,-100.223025
Penmar Recreation Center,park,34.0061758,-118.4572678
Grape Street Elementary School,school,33.9338505,-118.2376778
Edwin Markham Middle School,school,33.9396715,-118.2449466
One Hundred Ninth Street Recreation Center,park,33.9363206,-118.2485743
One Hundred Twelfth Street Elementary School,school,33.9337257,-118.2527386
Verbum Dei High School,school,33.9345792,-118.2523935
Valley View Elementary School,school,34.1254328,-118.3451751
El Paseo Cahuenga Park,park,34.1307164,-118.3498072
Silver Lake Meadows Park,park,34.0984268,-118.2613621
Unknown,park,25.7278287,-100.2205743
Jardin de Niños Don Manuel L. Barragan Escamilla,school,25.7285594,-100.2205723
Escuela Primaria Profr. Plinio D. Ordoñez,school,25.7270613,-100.2205589
Unknown,park,25.7292196,-100.2248021
Unknown,park,25.7269006,-100.2239659
School of Santa Isabel,school,34.0333555,-118.2151634
Boyle Heights Recreation Center,park,34.0309119,-118.2152477
Boyle Heights Sports Center Park,park,34.0324179,-118.2143461
Bishop Mora Salesian High School,school,34.0324906,-118.2158442
Sunrise Elementary School,school,34.029951,-118.2093964
Soto Elementary School,school,34.0314484,-118.2165128
Limekiln Canyon Park,park,34.2688677,-118.556598
Tenth Street Elementary School,school,34.047899,-118.2736193
135th Street Elementary School,school,33.9097198,-118.2891227
Manhattan Place Elementary School,school,33.9485143,-118.3107177
Jesse Owens County Park,park,33.9473353,-118.3115615
Saint Eugene School,school,33.9494751,-118.3172211
Seventy-Fourth Street Elementary School,school,33.9725952,-118.3166554
Vallarta,supermarket,34.218252,-118.6072989
La Tijera Elementary School,school,33.9810135,-118.368872
Vons,supermarket,34.2566349,-118.5786238
Toyon Canyon Closed Landfill,park,34.1444116,-118.3014619
Vons,supermarket,33.9693172,-118.4054751
Vons,supermarket,34.0795215,-118.2613045
Vons,supermarket,34.1361404,-118.1895028
Vons,supermarket,34.0504728,-118.3662494
Vons,supermarket,34.069985,-118.2909023
Vons,supermarket,34.0301445,-118.4013734
Vons,supermarket,34.0266236,-118.4269615
Vons,supermarket,34.2580368,-118.4684161
Vons,supermarket,34.1876881,-118.5544663
Vons,supermarket,33.7328978,-118.2935888
Vons,supermarket,33.7231395,-118.3108501
Vons,supermarket,34.3083194,-118.4331863
Vons,supermarket,34.169044,-118.5342004
Sun Valley Park,park,34.2184427,-118.3724631
Lenicia B Weemes Elementary School,school,34.0215043,-118.2960779
Sprouts Farmers Market,supermarket,34.1696625,-118.6029471
Bristol Farms,supermarket,34.1592221,-118.6344079
Chesterfield Square Park,park,33.9927674,-118.3132303
Orcutt Ranch Horticultural Center Park,park,34.2179136,-118.6405465
Ken Malloy Harbor Regional Park,park,33.7848083,-118.2891638
Peck Park,park,33.7499144,-118.3054295
Harvard Playground,park,33.9839287,-118.3045904
Vermont Square,park,34.0001375,-118.2958865
Normandie Park,park,34.0446265,-118.2996808
Kaiser Permanente Woodland Hills Medical Center,hospital,34.1709273,-118.5897904
Shadow Ranch Park,park,34.195159,-118.6201008
Hamlin Street Elementary School,school,34.1898401,-118.6199692
Castle Peak Park,park,34.2072204,-118.6533231
Sean Brown Park,park,34.2235896,-118.6178197
Lazy J Ranch Park,park,34.2134567,-118.6453738
